Produto,CATEGORIAS,Qtde,Total Venda,Custo,Lucro,LUCRO/MENSAL,,,,,,,,PART %,PART ACC %,
KIT SANTIAGO 90 MDP COR:FREIJO/CHUMBO  ,KIT DE COZINHA,"3,00","R$ 1.367,99","R$ 842,52","R$ 525,47","R$ 105,09",,,,,,,,"0,23%","78,89%",A
FRUTEIRA REGIA COR:FREIJO C/ BRANCO  ,FRUTEIRAS,"3,00","R$ 686,78","R$ 384,99","R$ 301,79","R$ 60,36",,,,,,,,"0,13%","79,02%",A
COLCHÃO MOLA ENSACADA INDIVIDUALMENTE EXCEL CRISTALFLEX TAMANHO:25X203X193  ,COLCHOES KING,"1,00","R$ 1.299,00","R$ 724,84","R$ 574,16","R$ 114,83",,,,,,,,"0,25%","79,28%",A
COLCHÃO DREAM GAZIN TAMANHO:188X78  ,COLCHOES DE SOLTEIRO,"5,00","R$ 990,21","R$ 645,00","R$ 345,21","R$ 69,04",,,,,,,,"0,15%","79,43%",A
CADEIRA HORIZONTE CANDIAN ESTOFADO COR:JOLIE 2911-11 MARROM  ,MESA CADEIRAS SALA DE JANTAR,"4,00","R$ 940,00","R$ 578,24","R$ 361,76","R$ 72,35",,,,,,,,"0,16%","79,59%",A
COLCHAO GAZIN ESPUMA SUPREME D28 TAMANHO:14 X 188 X 88  ,COLCHOES DE SOLTEIRO,"4,00","R$ 1.331,07","R$ 863,16","R$ 467,91","R$ 93,58",,,,,,,,"0,21%","79,80%",A
BASE BOX POLIESTER PRETO QUADRICULADO CRISTALFLEX TAMANHO:24X198X79  ,BASE BOX DE QUEEN,"2,00","R$ 569,00","R$ 299,50","R$ 269,50","R$ 53,90",,,,,,,,"0,12%","79,91%",A
SOFÁ POP ADEMIR TAMANHO:5 LUGARES DE CANTO;COR:CINZA  ,SOFAS,"1,00","R$ 855,00","R$ 450,00","R$ 405,00","R$ 81,00",,,,,,,,"0,18%","80,09%",B
ROUPEIRO AMERICA 2 PTS 3 GVTS COR:FREIJO/GRAFITE  ,GUARDA ROUPAS,"1,00","R$ 699,00","R$ 359,20","R$ 339,80","R$ 67,96",,,,,,,,"0,15%","80,24%",B
COLCHAO GAZIN ESPUMA SUPREME D20 TAMANHO:14 X 188 X 78  ,COLCHOES DE SOLTEIRO,"6,00","R$ 1.175,05","R$ 834,48","R$ 340,57","R$ 68,11",,,,,,,,"0,15%","80,39%",B
BALCÃO PARA PIA GRECIA COR:MONTANA/AVELA  ,BALCOES PARA PIA,"3,00","R$ 998,00","R$ 594,72","R$ 403,28","R$ 80,66",,,,,,,,"0,18%","80,57%",B
armario torre 2 fornos raissa moveis sul cor:nogal manchester preto  ,TORRE QUENTE,"1,00","R$ 499,00","R$ 249,75","R$ 249,25","R$ 49,85",,,,,,,,"0,11%","80,68%",B
"PIA DE MARMORITE 1,00 COR:PRETA  ",PIAS,"4,00","R$ 679,11","R$ 408,00","R$ 271,11","R$ 54,22",,,,,,,,"0,12%","80,80%",B
BALCÃO PARA PIA 3G INT. CRU PÉS SIMPLES COR:LYON  ,BALCOES PARA PIA,"3,00","R$ 919,00","R$ 543,00","R$ 376,00","R$ 75,20",,,,,,,,"0,17%","80,97%",B
COMODA TEXAS MOVAL COR:FREIJO/OFF WHITE  ,COMODAS,"2,00","R$ 1.482,61","R$ 901,16","R$ 581,45","R$ 116,29",,,,,,,,"0,26%","81,22%",B
AÉREO POP/VENEZA COR:PRETO  ,AÉREOS,"2,00","R$ 598,00","R$ 320,00","R$ 278,00","R$ 55,60",,,,,,,,"0,12%","81,35%",B
RECORTE PARA COOKTOP  ,,"11,00","R$ 163,58","R$ 0,00","R$ 163,58","R$ 32,72",,,,,,,,"0,07%","81,42%",B
COMODA GEORGIA MOVAL COR:FREIJO/OFF WHITE  ,COMODAS,"1,00","R$ 898,00","R$ 480,26","R$ 417,74","R$ 83,55",,,,,,,,"0,18%","81,60%",B
Guarda Roupa Lyon c/ Esp COR:CASTANHO  ,GUARDA ROUPAS,"1,00","R$ 749,00","R$ 391,75","R$ 357,25","R$ 71,45",,,,,,,,"0,16%","81,76%",B
mesa 1m x 1m onix c/vidro serigrado ffendi base tempranillo TALISMA  ,MESA CADEIRAS SALA DE JANTAR,"2,00","R$ 971,40","R$ 552,00","R$ 419,40","R$ 83,88",,,,,,,,"0,19%","81,94%",B
BALCÃO PARA COOKTOP 1º LINHA JK COR:PRETO  ,BALCOES COM TAMPO,"3,00","R$ 897,00","R$ 531,00","R$ 366,00","R$ 73,20",,,,,,,,"0,16%","82,11%",B
BALCÃO PARA PIA 3G INT. CRU PÉS SIMPLES COR:PRETO  ,BALCOES PARA PIA,"3,00","R$ 909,85","R$ 543,00","R$ 366,85","R$ 73,37",,,,,,,,"0,16%","82,27%",B
MESA ZAMARCHI 120 CANELA  ,MESA CADEIRAS SALA DE JANTAR,"1,00","R$ 413,80","R$ 207,00","R$ 206,80","R$ 41,36",,,,,,,,"0,09%","82,36%",B
AÉREO 1 PORTA BASC 80 CM FLORENÇA COR:ANGELIN  ,AÉREOS,"3,00","R$ 584,84","R$ 333,84","R$ 251,00","R$ 50,20",,,,,,,,"0,11%","82,47%",B
CADEIRA DIAMANTE CANDIAN COR ESTOFADO:LINHO 29033  ,MESA CADEIRAS SALA DE JANTAR,"6,00","R$ 1.194,00","R$ 867,36","R$ 326,64","R$ 65,33",,,,,,,,"0,14%","82,61%",B
GUARDA ROUPA 6 PTS SONATA NEW SEM ESP COR:ANGELIN/TITÂNIO/BOUCLE  ,GUARDA ROUPAS,"1,00","R$ 1.350,00","R$ 782,33","R$ 567,67","R$ 113,53",,,,,,,,"0,25%","82,86%",B
SAPATEIRA RAVENNA MDP COR:BRANCO  ,SAPATEIRAS,"1,00","R$ 346,23","R$ 172,61","R$ 173,62","R$ 34,72",,,,,,,,"0,08%","82,94%",B
"BOX DUBAI 24CM X 1,88M X 88CM CRISTALFLEX  ",BASE BOX DE SOLTEIRO,"3,00","R$ 783,02","R$ 464,61","R$ 318,41","R$ 63,68",,,,,,,,"0,14%","83,08%",B
"AEREO 1,20 VOLLARE BRANCO  ",AÉREOS,"1,00","R$ 406,62","R$ 205,28","R$ 201,34","R$ 40,27",,,,,,,,"0,09%","83,17%",B
AÉREO 80CM GELADEIRA POP COR:FREIJO/BAUNILHA  ,AÉREOS,"2,00","R$ 288,24","R$ 150,40","R$ 137,84","R$ 27,57",,,,,,,,"0,06%","83,23%",B
BANQUETA PETRA COR:PRETO FOSCO COR 110 DE METAL  ,BANQUETAS,"2,00","R$ 318,00","R$ 166,96","R$ 151,04","R$ 30,21",,,,,,,,"0,07%","83,30%",B
"SOFA LIVING LUXOR 1,80 COR CACAU  ",SOFAS,"1,00","R$ 1.125,47","R$ 639,00","R$ 486,47","R$ 97,29",,,,,,,,"0,21%","83,51%",B
COMODA 4 GVTS 2 PTS ALBA COR:ANGELIN/ANGELIN/BOUCLE  ,COMODAS,"1,00","R$ 776,00","R$ 418,13","R$ 357,87","R$ 71,57",,,,,,,,"0,16%","83,67%",B
BANCADA NT 1180 COR:FREIJÓ/OFF WHITE  ,RACKS,"2,00","R$ 898,00","R$ 518,00","R$ 380,00","R$ 76,00",,,,,,,,"0,17%","83,84%",B
GUARA ROUPA COLORADO C/ ESP COR:FREIJO/OFF WHITE  ,GUARDA ROUPAS,"1,00","R$ 1.751,94","R$ 1.080,23","R$ 671,71","R$ 134,34",,,,,,,,"0,30%","84,13%",B
CABECEIRA JADE MARROM TAMANHO:188X138  ,CABECEIRAS,"1,00","R$ 299,00","R$ 150,00","R$ 149,00","R$ 29,80",,,,,,,,"0,07%","84,20%",B
CABECEIRA PEROLA MARROM TAMANHO:138  ,CABECEIRAS,"1,00","R$ 299,00","R$ 150,00","R$ 149,00","R$ 29,80",,,,,,,,"0,07%","84,27%",B
CABECEIRA ROSA CASAL ADEMIR  ,CABECEIRAS,"1,00","R$ 299,00","R$ 150,00","R$ 149,00","R$ 29,80",,,,,,,,"0,07%","84,33%",B
KIT 1 FORNOS 70 MDP VENEZA COR:FREIJO/BAUNILHA  ,TORRE QUENTE,"2,00","R$ 848,00","R$ 491,46","R$ 356,54","R$ 71,31",,,,,,,,"0,16%","84,49%",B
COMODA FRANCA SAPATEIRA 3 PTS 2 PTS COR:FREIJO/FREIJO  ,COMODAS,"1,00","R$ 879,00","R$ 487,20","R$ 391,80","R$ 78,36",,,,,,,,"0,17%","84,66%",B
COMODA MALTA COR:BRANCO  ,COMODAS,"2,00","R$ 826,44","R$ 478,40","R$ 348,04","R$ 69,61",,,,,,,,"0,15%","84,82%",B
KIT FORNO/MICRO 70 CM FLORENÇA COR:CANARY/OFF WHITE  ,TORRE QUENTE,"1,00","R$ 799,00","R$ 438,50","R$ 360,50","R$ 72,10",,,,,,,,"0,16%","84,97%",B
MESA PARA ESCRITÓRIO TURIM COR:BRANCO  ,MESAS DE ESCRITÓRIO,"2,00","R$ 568,00","R$ 317,12","R$ 250,88","R$ 50,18",,,,,,,,"0,11%","85,08%",B
"ARMARIO AÉREO MILA 1,20 COR:BRANCO BRILHO  ",AÉREOS,"1,00","R$ 299,00","R$ 151,93","R$ 147,07","R$ 29,41",,,,,,,,"0,06%","85,15%",B
POLTRONA VENUS PÉS DE PALITO COR:AZUL  ,POLTRONAS,"1,00","R$ 349,00","R$ 179,00","R$ 170,00","R$ 34,00",,,,,,,,"0,07%","85,22%",B
"KIT VALPARAISO 1,20 MDP COR:FREIJO/MOKA  ",KIT DE COZINHA,"1,00","R$ 699,00","R$ 380,38","R$ 318,62","R$ 63,72",,,,,,,,"0,14%","85,37%",B
PUFF PALITO REDONDO MUNDIAL FLEX COR:VINHO  ,PUFFS,"2,00","R$ 229,98","R$ 122,00","R$ 107,98","R$ 21,60",,,,,,,,"0,05%","85,41%",B
PANELEIRO DUPLO MILA COR:FREIJO/GRAFITE  ,PANELEIRO,"1,00","R$ 449,00","R$ 235,21","R$ 213,79","R$ 42,76",,,,,,,,"0,09%","85,51%",B
"BALCÃO C/ TAMPO 1,20 0,50 COR:PRETO  ",BALCOES COM TAMPO,"2,00","R$ 758,40","R$ 440,00","R$ 318,40","R$ 63,68",,,,,,,,"0,14%","85,65%",B
SOFÁ POP ADEMIR TAMANHO:2 LUGARES;COR:MARROM ESCURO  ,SOFAS,"1,00","R$ 349,00","R$ 180,00","R$ 169,00","R$ 33,80",,,,,,,,"0,07%","85,72%",B
KIT SANTIAGO 90 MDP COR:MONTANA/AVELÃ  ,KIT DE COZINHA,"4,00","R$ 1.581,81","R$ 1.123,36","R$ 458,45","R$ 91,69",,,,,,,,"0,20%","85,92%",B
CABECEIRA DUDA MARROM LARG.:88  ,CABECEIRAS,"1,00","R$ 199,00","R$ 100,00","R$ 99,00","R$ 19,80",,,,,,,,"0,04%","85,97%",B
CONJUNTO MAJESTIC 188X88  ,COLCHOES DE SOLTEIRO,"1,00","R$ 999,00","R$ 573,00","R$ 426,00","R$ 85,20",,,,,,,,"0,19%","86,16%",B
COMODA 8 GVTS LARA COR:MACADÂMIA/MACADÂMIA/BOUCLE  ,COMODAS,"1,00","R$ 679,00","R$ 372,24","R$ 306,76","R$ 61,35",,,,,,,,"0,14%","86,29%",B
MULTI USO 2312A 2PTS VERSATIL COR:MACADAMIA  ,ARMARIOS MULTIUSOS 2 PORTAS,"3,00","R$ 853,00","R$ 532,77","R$ 320,23","R$ 64,05",,,,,,,,"0,14%","86,43%",B
GUARDA ROUPA ESTRELA 6 PORTAS 2 GAVETAS COR:FREIJO/FREIJO  ,GUARDA ROUPAS,"1,00","R$ 1.260,26","R$ 752,80","R$ 507,46","R$ 101,49",,,,,,,,"0,22%","86,66%",B
BANQUETA JADE COR:PRETO FOSCO COR 110 DE METAL  ,BANQUETAS,"7,00","R$ 1.124,74","R$ 901,53","R$ 223,21","R$ 44,64",,,,,,,,"0,10%","86,76%",B
AÉREO POP/VENEZA COR:BRANCO  ,AÉREOS,"2,00","R$ 562,79","R$ 320,00","R$ 242,79","R$ 48,56",,,,,,,,"0,11%","86,86%",B
COMODA 8 GVTS LARA COR:BRANCO LINE/BRANCO LINE/BOUCLE  ,COMODAS,"1,00","R$ 676,21","R$ 372,24","R$ 303,97","R$ 60,79",,,,,,,,"0,13%","87,00%",B
AÉREO 80CM PARA GEL. VOLLARE COR:BRANCO  ,AÉREOS,"1,00","R$ 151,85","R$ 76,51","R$ 75,34","R$ 15,07",,,,,,,,"0,03%","87,03%",B
MESA OFFICE 1 GAVETA INFINITY COR:CEDRO/BOUCLE  ,MESAS DE ESCRITÓRIO,"3,00","R$ 647,00","R$ 393,99","R$ 253,01","R$ 50,60",,,,,,,,"0,11%","87,14%",B
MESA PARA 6 CAD TALISMA COR:CARVALHO/CASTELLI  ,MESA CADEIRAS SALA DE JANTAR,"2,00","R$ 659,22","R$ 381,60","R$ 277,62","R$ 55,52",,,,,,,,"0,12%","87,26%",B
SOFÁ POP ADEMIR TAMANHO:3 LUGARES;COR:CINZA  ,SOFAS,"2,00","R$ 899,00","R$ 540,00","R$ 359,00","R$ 71,80",,,,,,,,"0,16%","87,42%",B
BANCADA NT 1180 COR:FREIJÓ/PRETO TX  ,RACKS,"2,00","R$ 866,28","R$ 518,00","R$ 348,28","R$ 69,66",,,,,,,,"0,15%","87,58%",B
"BALCÃO C/ TAMPO 1,20 0,50 COR:BRANCO  ",BALCOES COM TAMPO,"2,00","R$ 748,00","R$ 440,00","R$ 308,00","R$ 61,60",,,,,,,,"0,14%","87,71%",B
"BALCÃO C/ TAMPO 1,20 0,50 COR:OLMO  ",BALCOES COM TAMPO,"2,00","R$ 748,00","R$ 440,00","R$ 308,00","R$ 61,60",,,,,,,,"0,14%","87,85%",B
AMERICA MODULO CRIADO MUDO COR:FREIJO/GRAFITE  ,GUARDA ROUPAS,"2,00","R$ 791,76","R$ 468,80","R$ 322,96","R$ 64,59",,,,,,,,"0,14%","87,99%",B
SOFÁ POP ADEMIR TAMANHO:3 LUGARES;COR:MARROM ESCURO  ,SOFAS,"2,00","R$ 898,00","R$ 540,00","R$ 358,00","R$ 71,60",,,,,,,,"0,16%","88,15%",B
COMODA MALTA COR:FREIJO/OFF WHITE  ,COMODAS,"1,00","R$ 449,00","R$ 239,20","R$ 209,80","R$ 41,96",,,,,,,,"0,09%","88,24%",B
KIT TORRE QUENTE BALLI COR:FREIJO/OFF WHITE  ,KIT DE COZINHA,"3,00","R$ 998,26","R$ 641,49","R$ 356,77","R$ 71,35",,,,,,,,"0,16%","88,40%",B
COMODA TEXAS MOVAL COR:FREIJO  ,COMODAS,"1,00","R$ 799,00","R$ 450,58","R$ 348,42","R$ 69,68",,,,,,,,"0,15%","88,55%",B
COMODA TEXAS MOVAL COR:FREIJO/CINZA  ,COMODAS,"1,00","R$ 799,00","R$ 450,58","R$ 348,42","R$ 69,68",,,,,,,,"0,15%","88,71%",B
"BASE BOX QUEEN 0,79 MUNDIAL FLEX  ",BASE BOX DE QUEEN,"2,00","R$ 575,20","R$ 330,00","R$ 245,20","R$ 49,04",,,,,,,,"0,11%","88,81%",B
FRUTEIRA REGIA COR:BRANCO  ,FRUTEIRAS,"1,00","R$ 249,00","R$ 128,33","R$ 120,67","R$ 24,13",,,,,,,,"0,05%","88,87%",B
CABECEIRA PEROLA BEGE LARG.:138  ,CABECEIRAS,"1,00","R$ 288,51","R$ 150,00","R$ 138,51","R$ 27,70",,,,,,,,"0,06%","88,93%",B
PAINEL NT 1185 COR:FREIJO/OFF WHITE  ,PAINEIS,"1,00","R$ 315,00","R$ 165,00","R$ 150,00","R$ 30,00",,,,,,,,"0,07%","88,99%",B
COLCHAO GAZIN ESPUMA SUPREME D28 TAMANHO:14 X 188 X 78  ,COLCHOES DE SOLTEIRO,"2,00","R$ 699,00","R$ 410,92","R$ 288,08","R$ 57,62",,,,,,,,"0,13%","89,12%",B
COMODA MS913 MOVELIPE 4G COR:FREIJO/CINZA - 913031  ,COMODAS,"2,00","R$ 605,13","R$ 352,00","R$ 253,13","R$ 50,63",,,,,,,,"0,11%","89,23%",B
BALCÃO PARA PIA COPA COR:FREIJO/MOKA  ,BALCOES PARA PIA,"3,00","R$ 848,00","R$ 539,73","R$ 308,27","R$ 61,65",,,,,,,,"0,14%","89,37%",B
"BALCÃO C/ TAMPO 1,20 0,40 COR:LYON  ",BALCOES COM TAMPO,"2,00","R$ 684,00","R$ 404,00","R$ 280,00","R$ 56,00",,,,,,,,"0,12%","89,49%",B
COZINHA COMPACTA TOKYO COR:NOGAL/BAUNILHA  ,COZINHAS COMPACTA,"1,00","R$ 999,00","R$ 587,49","R$ 411,51","R$ 82,30",,,,,,,,"0,18%","89,67%",B
APARADOR BUFFET OPALA COR:CINAMOMO/OFF WHITE  ,APARADORES,"1,00","R$ 813,35","R$ 467,91","R$ 345,44","R$ 69,09",,,,,,,,"0,15%","89,83%",B
MESA PARA ESCRITÓRIO TURIM COR:PRETO  ,MESAS DE ESCRITÓRIO,"1,00","R$ 299,00","R$ 158,56","R$ 140,44","R$ 28,09",,,,,,,,"0,06%","89,89%",B
"BALCÃO C/ TAMPO 1,20 0,40 COR:PRETO  ",BALCOES COM TAMPO,"2,00","R$ 679,00","R$ 404,00","R$ 275,00","R$ 55,00",,,,,,,,"0,12%","90,01%",B
MESA POP CABERNET 120X90 TALISMA COR:CABERNET/BRANCO;cor:CARVALHO/CASTELLI  ,MESA CADEIRAS SALA DE JANTAR,"2,00","R$ 583,21","R$ 343,44","R$ 239,77","R$ 47,95",,,,,,,,"0,11%","90,12%",B
MESA OFFICE 1 GAVETA INFINITY COR:BRANCO LINE/BRANCO LINE/BOUCLE  ,MESAS DE ESCRITÓRIO,"3,00","R$ 627,49","R$ 393,99","R$ 233,50","R$ 46,70",,,,,,,,"0,10%","90,22%",B
APARADOR BUFFET OPALA COR:CINAMOMO/BRANCO  ,APARADORES,"1,00","R$ 806,00","R$ 467,91","R$ 338,09","R$ 67,62",,,,,,,,"0,15%","90,37%",B
CRIADO MUDO AROMA 2G COR:BRANCO  ,CRIADOS MUDOS,"3,00","R$ 588,00","R$ 368,01","R$ 219,99","R$ 44,00",,,,,,,,"0,10%","90,46%",B
PANELEIRO FLORENCA VIDRO 50 CM COR:CANARY/OFF WHITE  ,PANELEIRO,"1,00","R$ 853,75","R$ 499,83","R$ 353,92","R$ 70,78",,,,,,,,"0,16%","90,62%",B
MULTIUSO CAIRO PARA FORNO COR:NOGAL/BAUNILHA  ,BALCOES PARA FORNO,"3,00","R$ 883,00","R$ 576,66","R$ 306,34","R$ 61,27",,,,,,,,"0,14%","90,76%",B
PAINEL NT 1190 COR:FREIJO/PRETO TX  ,PAINEIS,"1,00","R$ 349,00","R$ 189,00","R$ 160,00","R$ 32,00",,,,,,,,"0,07%","90,83%",B
TÁBUA DE PASSAR MIAMI COR:BRANCO  ,TABUAS DE PASSAR,"1,00","R$ 199,00","R$ 105,05","R$ 93,95","R$ 18,79",,,,,,,,"0,04%","90,87%",B
BALCÃO PARA PIA  JK 1º LINHA 3G PRETO  ,BALCOES PARA PIA,"2,00","R$ 771,31","R$ 472,00","R$ 299,31","R$ 59,86",,,,,,,,"0,13%","91,00%",B
KIT SANTIAGO 90 MDP COR:FREIJO/BAUNILHA  ,KIT DE COZINHA,"2,00","R$ 898,00","R$ 561,68","R$ 336,32","R$ 67,26",,,,,,,,"0,15%","91,15%",B
CRIADO MUDO MILÃO MOPAR COR:FREIJO/OFF WHITE  ,CRIADOS MUDOS,"1,00","R$ 180,00","R$ 95,28","R$ 84,72","R$ 16,94",,,,,,,,"0,04%","91,19%",B
CABECEIRA PEROLA VINHO LARG.:88  ,CABECEIRAS,"1,00","R$ 188,42","R$ 100,00","R$ 88,42","R$ 17,68",,,,,,,,"0,04%","91,22%",B
CADEIRA ALTA TALISMA COR/MATERIAL:ANIMALE BEGE/TABACO  ,MESA CADEIRAS SALA DE JANTAR,"4,00","R$ 504,00","R$ 334,96","R$ 169,04","R$ 33,81",,,,,,,,"0,07%","91,30%",B
COMODA MS913 MOVELIPE 4G COR:FREIJO/OFFWHITE - 913032  ,COMODAS,"2,00","R$ 583,45","R$ 352,00","R$ 231,45","R$ 46,29",,,,,,,,"0,10%","91,40%",B
"BALCÃO C/ TAMPO 1,20 0,40 COR:OLMO  ",BALCOES COM TAMPO,"2,00","R$ 661,63","R$ 404,00","R$ 257,63","R$ 51,53",,,,,,,,"0,11%","91,51%",B
COMODA MS913 MOVELIPE 4G COR:CASTANHO - 913331  ,COMODAS,"2,00","R$ 583,03","R$ 352,00","R$ 231,03","R$ 46,21",,,,,,,,"0,10%","91,62%",B
CADEIRA ALTA TALISMA COR/MATERIAL:EGITO CHOCOLATE  ,MESA CADEIRAS SALA DE JANTAR,"4,00","R$ 500,00","R$ 334,96","R$ 165,04","R$ 33,01",,,,,,,,"0,07%","91,69%",B
BASE BOX MAJESTIC 188X138  ,BASE BOX DE CASAL,"1,00","R$ 449,00","R$ 251,52","R$ 197,48","R$ 39,50",,,,,,,,"0,09%","91,78%",B
ARMARIO MULTIUSO JADE 995440 COR:BRANCO AB  ,ARMARIOS MULTIUSOS 2 PORTAS,"2,00","R$ 778,00","R$ 484,66","R$ 293,34","R$ 58,67",,,,,,,,"0,13%","91,91%",B
BALCÃO PARA COOKTOP 1º LINHA JK COR:LYON  ,BALCOES COM TAMPO,"2,00","R$ 584,00","R$ 354,00","R$ 230,00","R$ 46,00",,,,,,,,"0,10%","92,01%",B
"ARMÁRIO AÉREO 3PTS 1,20 JK COR:LYON  ",AÉREOS,"1,00","R$ 330,00","R$ 182,00","R$ 148,00","R$ 29,60",,,,,,,,"0,07%","92,07%",B
BALCÃO PARA COOKTOP 1º LINHA JK COR:OLMO  ,BALCOES COM TAMPO,"2,00","R$ 583,12","R$ 354,00","R$ 229,12","R$ 45,82",,,,,,,,"0,10%","92,17%",B
LIVREIRO 4 PRATELEIRAS MONTREAL COR:PRETO  ,ESTANTES,"1,00","R$ 330,62","R$ 182,52","R$ 148,10","R$ 29,62",,,,,,,,"0,07%","92,24%",B
BALCÃO 2 PORTAS 80 CM FLORENÇA COR:CANARY/OFF WHITE  ,BALCOES COM TAMPO,"1,00","R$ 399,00","R$ 223,66","R$ 175,34","R$ 35,07",,,,,,,,"0,08%","92,32%",B
GUARDA ROUPA PEQUIM 6 PTS 2 GVTS SOLUTION COR:MACADAMIA/MACADAMIA/BOUCLE  ,GUARDA ROUPAS,"1,00","R$ 800,00","R$ 477,75","R$ 322,25","R$ 64,45",,,,,,,,"0,14%","92,46%",B
COZINHA COMPACTA TOKYO COR:MONTANA/AVELA  ,COZINHAS COMPACTA,"1,00","R$ 960,48","R$ 587,49","R$ 372,99","R$ 74,60",,,,,,,,"0,16%","92,62%",B
COMODA GEORGIA MOVAL COR:FREIJO/CINZA  ,COMODAS,"1,00","R$ 802,43","R$ 480,26","R$ 322,17","R$ 64,43",,,,,,,,"0,14%","92,77%",B
PENTEADEIRA LUMIERE BRANCA  ,PENTEADEIRAS,"1,00","R$ 549,00","R$ 316,45","R$ 232,55","R$ 46,51",,,,,,,,"0,10%","92,87%",B
CADEIRA VENEZA TALISMA COR/MATERIAL:CAMURÇA BEGE/TABACO  ,MESA CADEIRAS SALA DE JANTAR,"4,00","R$ 440,00","R$ 296,80","R$ 143,20","R$ 28,64",,,,,,,,"0,06%","92,93%",B
COLCHÃO MOLA ENSACADA INDIVIDUALMENTE FLASH TAMANHO:22X198X158  ,COLCHOES DE CASAL,"1,00","R$ 860,65","R$ 521,41","R$ 339,24","R$ 67,85",,,,,,,,"0,15%","93,08%",B
COMODA SAPATEIRA 1 PT 3 GAVTS 1 SP LILLE COR:ANGELIN/ANGELIN/BOUCLE  ,COMODAS,"2,00","R$ 880,61","R$ 566,60","R$ 314,01","R$ 62,80",,,,,,,,"0,14%","93,22%",B
BANQUETA JADE COR:CROMADA COR 110 DE METAL  ,BANQUETAS,"5,00","R$ 847,00","R$ 643,95","R$ 203,05","R$ 40,61",,,,,,,,"0,09%","93,31%",B
CABECEIRA PEROLA ROSE TAMANHO:88  ,CABECEIRAS,"1,00","R$ 182,61","R$ 100,00","R$ 82,61","R$ 16,52",,,,,,,,"0,04%","93,35%",B
BALCÃO PARA PIA 1G JK COR:VERTI  ,BALCOES PARA PIA,"3,00","R$ 734,22","R$ 492,00","R$ 242,22","R$ 48,44",,,,,,,,"0,11%","93,45%",B
ESCRIVANINHA PENTE PLAY COR:BRANCO  ,PENTEADEIRA,"3,00","R$ 868,00","R$ 591,72","R$ 276,28","R$ 55,26",,,,,,,,"0,12%","93,57%",B
mesa 1m x 1m onix c/vidro serigrado preto base tempranillo TALISMA  ,MESA CADEIRAS SALA DE JANTAR,"1,00","R$ 478,22","R$ 276,00","R$ 202,22","R$ 40,44",,,,,,,,"0,09%","93,66%",B
BALCÃO 2 PORTAS 80 CM FLORENÇA COR:ANGELIN  ,BALCOES COM TAMPO,"1,00","R$ 391,51","R$ 223,66","R$ 167,85","R$ 33,57",,,,,,,,"0,07%","93,74%",B
GUARDA ROUPA MONZA 4 PORTAS E 2 GAVETAS COR:FREIJO/OFFWHITE  ,GUARDA ROUPAS,"1,00","R$ 749,00","R$ 452,60","R$ 296,40","R$ 59,28",,,,,,,,"0,13%","93,87%",B
SOFÁ POP ADEMIR TAMANHO:5 LUGARES DE CANTO;COR:MARROM ESCURO  ,SOFAS,"1,00","R$ 742,55","R$ 450,00","R$ 292,55","R$ 58,51",,,,,,,,"0,13%","94,00%",B
TORRE KIT 1 FORNOS 70 MDP POP COR:FREIJO/BAUNILHA  ,TORRE QUENTE,"1,00","R$ 616,80","R$ 367,37","R$ 249,43","R$ 49,89",,,,,,,,"0,11%","94,11%",B
AÉREO 1 PORTA BASC 80 CM FLORENÇA COR:CANARY  ,AÉREOS,"1,00","R$ 199,00","R$ 111,28","R$ 87,72","R$ 17,54",,,,,,,,"0,04%","94,15%",B
COLCHÃO DREAM GAZIN TAMANHO:130X70  ,COLCHOES MENORES,"3,00","R$ 393,20","R$ 258,18","R$ 135,02","R$ 27,00",,,,,,,,"0,06%","94,21%",B
PUFF MODELO ROMULO PES JADE MUNDIAL FLEX COR:VERMELHO  ,PUFFS,"1,00","R$ 129,00","R$ 72,00","R$ 57,00","R$ 11,40",,,,,,,,"0,03%","94,23%",B
SOFÁ POP ADEMIR TAMANHO:5 LUGARES DE CANTO;COR:BEGE  ,SOFAS,"1,00","R$ 730,03","R$ 450,00","R$ 280,03","R$ 56,01",,,,,,,,"0,12%","94,35%",B
KIT TORRE QUENTE BALLI COR:BRANCO  ,KIT DE COZINHA,"1,00","R$ 366,50","R$ 213,83","R$ 152,67","R$ 30,53",,,,,,,,"0,07%","94,42%",B
COZINHA COMPACTA CALI COR:MONTANA/AVELÃ  ,COZINHAS COMPACTA,"1,00","R$ 549,00","R$ 330,40","R$ 218,60","R$ 43,72",,,,,,,,"0,10%","94,52%",B
COMODA CAMARIM  IDEAL BRANCO  ,COMODAS,"2,00","R$ 969,17","R$ 0,00","R$ 969,17","R$ 193,83",,,,,,,,"0,43%","94,95%",B
ARMÁRIO MULTIUSO LONDRES C/ CHAVES COR:FREIJÓ  ,ARMARIOS MULTIUSOS 2 PORTAS,"2,00","R$ 645,00","R$ 418,00","R$ 227,00","R$ 45,40",,,,,,,,"0,10%","95,05%",C
BALCÃO PARA PIA  JK 1º LINHA 3G LYON  ,BALCOES PARA PIA,"1,00","R$ 399,00","R$ 236,00","R$ 163,00","R$ 32,60",,,,,,,,"0,07%","95,12%",C
MULTIUSO SLIM COR:BRANCO  ,BALCOES COM TAMPO,"2,00","R$ 358,00","R$ 224,10","R$ 133,90","R$ 26,78",,,,,,,,"0,06%","95,18%",C
